pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,project_serial_num,journal_name,publication_year
33263756,Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2) Antibody Responses in Children With Multisystem Inflammatory Syndrome in Children (MIS-C) and Mild and Severe Coronavirus Disease 2019 (COVID-19).,PMC7799010,"""Anderson EM, Diorio C, Goodwin EC, McNerney KO, Weirick ME, Gouma S, Bolton MJ, Arevalo CP, Chase J, Hicks P, Manzoni TB, Baxter AE, Andrea KP, Burudpakdee C, Lee JH, Vella LA, Henrickson SE, Harris RM, Wherry EJ, Bates P, Bassiri H, Behrens EM, Teachey DT, Hensley SE""",doi:10.1093/jpids/piaa161,"""COVID-19, SARS-COV-2, antibodies, multisystem inflammatory syndrome in children (MIS-C), pediatric""","""D000914, D000917, D000086382, D000087124, D002648, D005260, D006801, D007070, D007074, D007075, D008297, D000086402, D012720, D064370, D018746""","""Antibodies, Viral, Antibody Formation, COVID-19, COVID-19 Serological Testing, Child, Female, Humans, Immunoglobulin A, Immunoglobulin G, Immunoglobulin M, Male, SARS-CoV-2, Severity of Illness Index, Spike Glycoprotein, Coronavirus, Systemic Inflammatory Response Syndrome""",HD105594,Journal of the Pediatric Infectious Diseases Society,2021
32970023,Distinguishing Multisystem Inflammatory Syndrome in Children From Kawasaki Disease and Benign Inflammatory Illnesses in the SARS-CoV-2 Pandemic.,PMC8555855,"""Corwin DJ, Sartori LF, Chiotos K, Odom John AR, Cohn K, Bassiri H, Behrens EM, Teachey DT, Henrickson SE, Diorio CJ, Zorc JJ, Balamuth F""",doi:10.1097/PEC.0000000000002248,,"""D000293, D000073640, D000086382, D002648, D018352, D003422, D003937, D019468, D005260, D006801, D008297, D009080, D058873, D011024, D012189, D000086402""","""Adolescent, Betacoronavirus, COVID-19, Child, Coronavirus Infections, Critical Care, Diagnosis, Differential, Disease Management, Female, Humans, Male, Mucocutaneous Lymph Node Syndrome, Pandemics, Pneumonia, Viral, Retrospective Studies, SARS-CoV-2""",HD105594,Pediatric emergency care,2020
32808988,Multidisciplinary Guidance Regarding the Use of Immunomodulatory Therapies for Acute Coronavirus Disease 2019 in Pediatric Patients.,PMC7454742,"""Dulek DE, Fuhlbrigge RC, Tribble AC, Connelly JA, Loi MM, El Chebib H, Chandrakasan S, Otto WR, Diorio C, Keim G, Walkovich K, Jaggi P, Girotto JE, Yarbrough A, Behrens EM, Cron RQ, Bassiri H""",doi:10.1093/jpids/piaa098,"""COVID-19, IL-1, IL-6, SARS-CoV-2, immunomodulatory therapy""","""D000208, D000086382, D002648, D006801, D056747, D018570, D012720, D000093485""","""Acute Disease, COVID-19, Child, Humans, Immunomodulation, Risk Assessment, Severity of Illness Index, COVID-19 Drug Treatment""",HD105594,Journal of the Pediatric Infectious Diseases Society,2020
37290536,Kawasaki Disease in the Time of COVID-19 and MIS-C - The International Kawasaki Disease Registry.,PMC10245460,"""Harahsheh AS, Shah S, Dallaire F, Manlhiot C, Khoury M, Lee S, Fabi M, Mauriello D, Selamet Tierney ES, Sabati AA, Dionne A, Dahdah N, Choueiter N, Thacker D, Giglia TM, Truong DT, Jain S, Portman M, Orr WB, Harris TH, Szmuszkovicz JR, Farid P, McCrindle BW, International Kawasaki Disease Registry (IKDR)""",doi:10.1016/j.cjca.2023.06.001,"""2019 novel coronavirus disease (COVID-19) pandemic, Kawasaki disease, Multisystem Inflammatory Syndrome in Children (MIS-C), Pediatric Multisystem Inflammatory Syndrome temporally associated with COVID-19 (PIMS), coronary artery abnormality""",,,HD105591,The Canadian journal of cardiology,2023
36947454,SARS-CoV-2 Variants and Multisystem Inflammatory Syndrome in Children.,PMC10052214,"""McCrindle BW, Harahsheh AS, Handoko R, Raghuveer G, Portman MA, Khoury M, Newburger JW, Lee S, Jain SS, Khare M, Dahdah N, Manlhiot C, International Kawasaki Disease Registry""",doi:10.1056/NEJMc2215074,,"""D002648, D006801, D000086382, D000086402, D018746""","""Child, Humans, COVID-19, SARS-CoV-2, Systemic Inflammatory Response Syndrome""",HD105591,The New England journal of medicine,2023
36455760,Management of Multisystem Inflammatory Syndrome in Children: Decision-Making Regarding a New Condition in the Absence of Clinical Trial Data.,PMC9705008,"""Harahsheh AS, Portman MA, Khoury M, Elias MD, Lee S, Lin J, McCrindle BW""",doi:10.1016/j.cjca.2022.11.011,,"""D002648, D006801, D000086382, D016756, D009080, D058873""","""Child, Humans, COVID-19, Immunoglobulins, Intravenous, Mucocutaneous Lymph Node Syndrome, Pandemics""",HD105591,The Canadian journal of cardiology,2023
36082611,Examining the Association Between MIS-C and the Child Opportunity Index at a Single Center.,,"""Tyris J, Boggs K, Bost J, Dixon G, Gayle T, Harahsheh AS, Sharron MP, Majumdar S, Krishnan A, Smith K, Goyal MK, Parikh K""",doi:10.1542/hpeds.2022-006524,,"""D000086382, D016022, D002648, D006760, D006801, D012189, D000086402""","""COVID-19, Case-Control Studies, Child, Hospitalization, Humans, Retrospective Studies, SARS-CoV-2""",HD105591,Hospital pediatrics,2022
35624313,"Kawasaki Disease Arab Initiative ""Kawarabi"": Establishment and Results of a Multicenter Survey.",PMC9140321,"""Arab Y, Choueiter N, Dahdah N, El-Kholy N, Abu Al-Saoud SY, Abu-Shukair ME, Agha HM, Al-Saloos H, Al Senaidi KS, Alzyoud R, Bouaziz A, Boukari R, El Ganzoury MM, Elmarsafawy HM, ELrugige N, Fitouri Z, Ladj MS, Mouawad P, Salih AF, Rojas RG, Harahsheh AS""",doi:10.1007/s00246-022-02844-w,"""Arab, Cardiac complications, Kawasaki disease, Multicenter collaborative, Registry, Survey""","""D018912, D006801, D016756, D009080, D011795""","""Arabs, Humans, Immunoglobulins, Intravenous, Mucocutaneous Lymph Node Syndrome, Surveys and Questionnaires""",HD105591,Pediatric cardiology,2022
35102392,Kawasaki Disease Outcomes: It's Not Just the Heart!,,"""Harahsheh AS""",doi:10.1542/hpeds.2021-006466,,"""D006801, D009080""","""Humans, Mucocutaneous Lymph Node Syndrome""",HD105591,Hospital pediatrics,2022
34889874,Comparison of First and Second Wave Cohorts of Multisystem Inflammatory Disease Syndrome IN Children.,PMC8658056,"""Harahsheh AS, Sharron MP, Bost JE, Ansusinha E, Wessel D, DeBiasi RL, Children’s National Hospital MIS-C Taskforce""",doi:10.1097/INF.0000000000003388,,"""D000086382, D003324, D005260, D006801, D007223, D007231, D007902, D008297, D011446, D000086402, D012720, D018746""","""COVID-19, Coronary Artery Disease, Female, Humans, Infant, Infant, Newborn, Length of Stay, Male, Prospective Studies, SARS-CoV-2, Severity of Illness Index, Systemic Inflammatory Response Syndrome""",HD105591,The Pediatric infectious disease journal,2022
34348808,Cardiac echocardiogram findings of severe acute respiratory syndrome coronavirus-2-associated multi-system inflammatory syndrome in children.,PMC8816963,"""Harahsheh AS, Krishnan A, DeBiasi RL, Olivieri LJ, Spurney C, Donofrio MT, Cross RR, Sharron MP, Frank LH, Berul CI, Christopher A, Dham N, Srinivasalu H, Ronis T, Smith KL, Kline JN, Parikh K, Wessel D, Bost JE, Litt S, Austin A, Zhang J, Sable CA""",doi:10.1017/S1047951121003024,"""2019 coronavirus disease pandemic, Paediatric multisystem inflammatory syndrome temporally associated with 2019 coronavirus disease, coronary artery, multi-system inflammatory syndrome in children, myocarditis, paediatric cardiology""","""D000086382, D018376, D002648, D002675, D003324, D006801, D010490, D012189, D000086402, D018746""","""COVID-19, Cardiovascular Abnormalities, Child, Child, Preschool, Coronary Artery Disease, Humans, Pericardial Effusion, Retrospective Studies, SARS-CoV-2, Systemic Inflammatory Response Syndrome""",HD105591,Cardiology in the young,2022
37690792,Overview of global real-world data sources for pediatric pharmacoepidemiologic research.,,"""Wharton GT, Becker C, Bennett D, Burcu M, Bushnell G, Ferrajolo C, Kaplan S, McMahon AW, Movva N, Raman SR, Scholle O, Suh M, Sun JW, Horton DB""",doi:10.1002/pds.5695,"""global databases, pediatric research, pharmacoepidemiology, real-world data sources, real-world evidence""",,,HD105619,Pharmacoepidemiology and drug safety,2023
36751905,Geographic Trends in Pediatric Psychotropic Medication Dispensing Before and After the Start of the COVID-19 Pandemic.,PMC10403367,"""Bushnell G, Sun JW, dosReis S, Camelo Castillo W, Czaja AS, Durrieu G, Gerhard T, Lee H, Kaguelidou F, Pudasainee-Kapri S, Raman SR, Spence O, Horton DB""",doi:10.1176/appi.ps.20220314,"""Adolescence, COVID-19, General child psychiatry, Psychopharmacology, Psychotropic drugs, Trends""","""D000293, D006801, D002648, D003430, D058873, D000086382, D011619, D000697, D055553""","""Adolescent, Humans, Child, Cross-Sectional Studies, Pandemics, COVID-19, Psychotropic Drugs, Central Nervous System Stimulants, Prescription Drugs""",HD105619,"Psychiatric services (Washington, D.C.)",2023
35957814,Editorial: Insights in pediatric Endocrinology: 2021.,PMC9359621,"""Radovick S, Misra M""",doi:10.3389/fendo.2022.977912,"""GnRH agonist, Turner syndrome, adrenal insufficiency, estrogen replacement therapy, pituitary, precocious puberty""","""D002648, D007987, D006801, D011629""","""Child, Gonadotropin-Releasing Hormone, Humans, Puberty, Precocious""",HD105619,Frontiers in endocrinology,2022
35230433,Equity and the Hazard of Veiled Injustice: A Methodological Reflection on Risk Adjustment.,,"""Kleinman LC, Howell EA""",doi:10.1542/peds.2020-045948G,,"""D006801, D020379""","""Humans, Risk Adjustment""",HD105619,Pediatrics,2022
35073931,Dichotomy between the humoral and cellular responses elicited by mRNA and adenoviral vector vaccines against SARS-CoV-2.,PMC8786593,"""Ukey R, Bruiners N, Mishra H, Mishra PK, McCloskey D, Onyuka A, Chen F, Pinter A, Weiskopf D, Sette A, Roy J, Gaur S, Gennaro ML""",doi:10.1186/s12916-022-02252-0,"""Ad26.COV2.S, Antibody binding, Antigen-specific B cells, Antigen-specific T cells, BNT162b2, Neutralizing antibodies, mRNA-1273""","""D000090984, D000914, D000086382, D000086663, D006801, D056724, D012333, D000086402, D014611, D000087503""","""Ad26COVS1, Antibodies, Viral, COVID-19, COVID-19 Vaccines, Humans, Immunity, Humoral, RNA, Messenger, SARS-CoV-2, Vaccination, mRNA Vaccines""",HD105619,BMC medicine,2022
34634317,Highly versatile antibody binding assay for the detection of SARS-CoV-2 infection and vaccination.,PMC8500840,"""Datta P, Ukey R, Bruiners N, Honnen W, Carayannopoulos MO, Reichman C, Choudhary A, Onyuka A, Handler D, Guerrini V, Mishra PK, Dewald HK, Lardizabal A, Lederer L, Leiser AL, Hussain S, Jagpal SK, Radbel J, Bhowmick T, Horton DB, Barrett ES, Xie YL, Fitzgerald-Bocarsly P, Weiss SH, Woortman M, Parmar H, Roy J, Dominguez-Bello MG, Blaser MJ, Carson JL, Panettieri RA Jr, Libutti SK, Raymond HF, Pinter A, Gennaro ML""",doi:10.1016/j.jim.2021.113165,"""Breast milk, COVID-19, Microsampling, Seroepidemiology""","""D000914, D001665, D000086382, D059788, D006801, D014611""","""Antibodies, Viral, Binding Sites, COVID-19, Dried Blood Spot Testing, Humans, Vaccination""",HD105619,Journal of immunological methods,2021
34387310,Determinants and Dynamics of SARS-CoV-2 Infection in a Diverse Population: 6-Month Evaluation of a Prospective Cohort Study.,PMC8436370,"""Horton DB, Barrett ES, Roy J, Gennaro ML, Andrews T, Greenberg P, Bruiners N, Datta P, Ukey R, Velusamy SK, Fine D, Honnen WJ, Yin YS, Pinter A, Brooks A, Tischfield J, Hussain S, Jagpal S, Swaminathan S, Parmar V, Reilly N, Gaur S, Panettieri RA, Carson JL, Blaser MJ""",doi:10.1093/infdis/jiab411,"""COVID-19, SARS-CoV-2 infection, humoral immunity, longitudinal data analysis, postacute sequelae of COVID-19, prospective cohort, risk factors, symptoms""","""D000328, D000914, D058345, D000086382, D015897, D005260, D006801, D007074, D015994, D008297, D008875, D011446, D012307, D000086402, D012720, D055815""","""Adult, Antibodies, Viral, Asymptomatic Infections, COVID-19, Comorbidity, Female, Humans, Immunoglobulin G, Incidence, Male, Middle Aged, Prospective Studies, Risk Factors, SARS-CoV-2, Severity of Illness Index, Young Adult""",HD105619,The Journal of infectious diseases,2021
37255317,Diagnosis of Multisystem Inflammatory Syndrome in Children by a Whole-Blood Transcriptional Signature.,PMC10312302,"""Jackson HR, Miglietta L, Habgood-Coote D, ""DSouza G"", Shah P, Nichols S, Vito O, Powell O, Davidson MS, Shimizu C, Agyeman PKA, Beudeker CR, Brengel-Pesce K, Carrol ED, Carter MJ, De T, Eleftheriou I, Emonts M, Epalza C, Georgiou P, De Groot R, Fidler K, Fink C, van Keulen D, Kuijpers T, Moll H, Papatheodorou I, Paulus S, Pokorn M, Pollard AJ, Rivero-Calle I, Rojo P, Secka F, Schlapbach LJ, Tremoulet AH, Tsolia M, Usuf E, Van Der Flier M, Von Both U, Vermont C, Yeung S, Zavadska D, Zenz W, Coin LJM, Cunnington A, Burns JC, Wright V, Martinon-Torres F, Herberg JA, Rodriguez-Manzano J, Kaforou M, Levin M""",doi:10.1093/jpids/piad035,"""COVID-19, MIS-C, diagnostic signature, host diagnostics, host response, pediatric infectious diseases, rapid diagnostics, transcriptomics""","""D002648, D006801, D000086382, D018746, D006761, D009080, D000086742""","""Child, Humans, COVID-19, Systemic Inflammatory Response Syndrome, Hospitals, Mucocutaneous Lymph Node Syndrome, COVID-19 Testing""",HD105590,Journal of the Pediatric Infectious Diseases Society,2023
37128449,Implementation of KIDMATCH: A Clinical Decision Support Tool for Diagnosing Pediatric Patients with Multisystem Inflammatory Syndrome and Kawasaki Disease.,PMC10148341,"""Lam JY, Richardson A, Kanegaye JT, Tremoulet AH, Shimizu C, Stadnick NA, Burns JC, Nemati S, Gardiner MA""",,,"""D006801, D002648, D009080, D001185, D000086382, D020000, D058873, D006776, D000086742""","""Humans, Child, Mucocutaneous Lymph Node Syndrome, Artificial Intelligence, COVID-19, Decision Support Systems, Clinical, Pandemics, Hospitals, Pediatric, COVID-19 Testing""",HD105590,AMIA ... Annual Symposium proceedings. AMIA Symposium,2022
35806225,T Cells in Multisystem Inflammatory Syndrome in Children (MIS-C) Have a Predominant CD4+ T Helper Response to SARS-CoV-2 Peptides and Numerous Virus-Specific CD4- CD8- Double-Negative T Cells.,PMC9266459,"""Hsieh LE, Song J, Grifoni A, Shimizu C, Tremoulet AH, Dummer KB, Burns JC, Sette A, Franco A""",doi:10.3390/ijms23137219,"""CD4− CD8− double-negative T cells, MIS-C, SARS-CoV-2, T cell receptor Vβ21.3, T cells""","""D015496, D018414, D000086382, D002648, D006801, D010455, D000086402, D018746""","""CD4-Positive T-Lymphocytes, CD8-Positive T-Lymphocytes, COVID-19, Child, Humans, Peptides, SARS-CoV-2, Systemic Inflammatory Response Syndrome""",HD105590,International journal of molecular sciences,2022
35794205,A deep convolutional neural network for Kawasaki disease diagnosis.,PMC9259696,"""Xu E, Nemati S, Tremoulet AH""",doi:10.1038/s41598-022-15495-x,,"""D002648, D063045, D006801, D008511, D009080, D009203, D016571""","""Child, Crowdsourcing, Humans, Medicine, Mucocutaneous Lymph Node Syndrome, Myocardial Infarction, Neural Networks, Computer""",HD105590,Scientific reports,2022
35732822,Bridging a diagnostic Kawasaki disease classifier from a microarray platform to a qRT-PCR assay.,PMC9988687,"""Kuiper R, Wright VJ, Habgood-Coote D, Shimizu C, Huigh D, Tremoulet AH, van Keulen D, Hoggart CJ, Rodriguez-Manzano J, Herberg JA, Kaforou M, Tempel D, Burns JC, Levin M""",doi:10.1038/s41390-022-02148-y,,"""D002648, D006801, D002675, D009080, D020133, D020869, D005334, D012372""","""Child, Humans, Child, Preschool, Mucocutaneous Lymph Node Syndrome, Reverse Transcriptase Polymerase Chain Reaction, Gene Expression Profiling, Fever, ROC Curve""",HD105590,Pediatric research,2023
35577777,An Artificial Intelligence-guided signature reveals the shared host immune response in MIS-C and Kawasaki disease.,PMC9110726,"""Ghosh P, Katkar GD, Shimizu C, Kim J, Khandelwal S, Tremoulet AH, Kanegaye JT, Pediatric Emergency Medicine Kawasaki Disease Research Group, Bocchini J, Das S, Burns JC, Sahoo D""",doi:10.1038/s41467-022-30357-w,,"""D001185, D000086382, D002648, D019295, D016207, D020869, D006801, D007109, D009080, D058873, D000086402, D018746""","""Artificial Intelligence, COVID-19, Child, Computational Biology, Cytokines, Gene Expression Profiling, Humans, Immunity, Mucocutaneous Lymph Node Syndrome, Pandemics, SARS-CoV-2, Systemic Inflammatory Response Syndrome""",HD105590,Nature communications,2022
35445250,Neutralization of Severe Acute Respiratory Syndrome Coronavirus 2 Omicron and Other Variants in Serum From Children With Vaccination-Induced Myocarditis.,PMC9047211,"""Zahra FT, Grubbs G, Dummer K, Tremoulet AH, Shimizu C, Burns JC, Khurana S""",doi:10.1093/cid/ciac323,"""COVID-19, Omicron, SARS-CoV-2, myocarditis, vaccination""","""D002648, D006801, D000086402, D009500, D000914, D009205, D000086382, D014611, D057134""","""Child, Humans, SARS-CoV-2, Neutralization Tests, Antibodies, Viral, Myocarditis, COVID-19, Vaccination, Antibodies, Neutralizing""",HD105590,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2022
35360001,Autoantibodies Against Proteins Previously Associated With Autoimmunity in Adult and Pediatric Patients With COVID-19 and Children With MIS-C.,PMC8962198,"""Burbelo PD, Castagnoli R, Shimizu C, Delmonte OM, Dobbs K, Discepolo V, Lo Vecchio A, Guarino A, Licciardi F, Ramenghi U, Rey-Jurado E, Vial C, Marseglia GL, Licari A, Montagna D, Rossi C, Montealegre Sanchez GA, Barron K, Warner BM, Chiorini JA, Espinosa Y, Noguera L, Dropulic L, Truong M, Gerstbacher D, Mató S, Kanegaye J, Tremoulet AH, Pediatric Emergency Medicine Kawasaki Group, Eisenstein EM, Su HC, Imberti L, Poli MC, Burns JC, Notarangelo LD, Cohen JI""",doi:10.3389/fimmu.2022.841126,"""COVID-19, IVIG, MIS-C multisystem inflammatory syndrome in children, autoantibodies, autoimmunity""","""D048868, D000251, D000328, D001323, D001324, D001327, D015551, D000086382, D002648, D006801, D016756, D008180, D012261, D018746""","""Adaptor Proteins, Signal Transducing, Adenosine Triphosphatases, Adult, Autoantibodies, Autoantigens, Autoimmune Diseases, Autoimmunity, COVID-19, Child, Humans, Immunoglobulins, Intravenous, Lupus Erythematosus, Systemic, Ribonucleoproteins, Systemic Inflammatory Response Syndrome""",HD105590,Frontiers in immunology,2022
